"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Zmat5",3.46657396002007e-06,0.393996987446955,0.198,0.106,0.0871115370413444
"Gm47283",3.49463230647027e-06,0.552298630115154,0.197,0.107,0.0878166152292915
"Dda1",3.53202320343721e-06,0.396427263587892,0.218,0.119,0.0887562110791736
"Clec4d",3.57472964283735e-06,0.791188529032884,0.171,0.09,0.0898293811948599
"Dync1li1",3.58747503950485e-06,0.403192603162678,0.183,0.095,0.0901496602677173
"Fmnl2",3.59406648852647e-06,0.579213004203248,0.174,0.09,0.0903152967901816
"B4galnt1",3.70912651402937e-06,0.408517679049502,0.228,0.127,0.0932066401710441
"Otulin",3.79164860760578e-06,0.362246411524394,0.292,0.173,0.0952803378605256
"Bcl2l1",3.82640748551853e-06,0.432864023996768,0.183,0.095,0.0961537937035951
"Higd1a",3.8440390008931e-06,0.37390023565043,0.343,0.204,0.0965968560534426
"Fnip2",3.84714099780829e-06,0.569515022007434,0.187,0.1,0.0966748061339245
"Atp5h",3.86724227991617e-06,-0.254422700963111,0.893,0.87,0.0971799312520134
"Eapp",3.88996708480703e-06,0.325793216914127,0.282,0.164,0.0977509828741158
"Ube2j2",3.99451393343156e-06,0.385103593292944,0.228,0.127,0.100378140633202
"Rnasek",4.0230523808388e-06,-0.42740521627844,0.68,0.639,0.101095283278098
"Pin1",4.07308412582931e-06,0.470105204290005,0.218,0.121,0.102352530997965
"Npm3",4.08544547311371e-06,0.477296772132361,0.178,0.092,0.102663159293874
"Spred1",4.15029800006529e-06,0.349218812440536,0.287,0.169,0.104292838443641
"Plod3",4.19812906617545e-06,0.276727577629828,0.167,0.084,0.105494785303923
"Lair1",4.21458843219245e-06,0.34913095457197,0.512,0.374,0.105908392712564
"Stx7",4.22471145944321e-06,0.29935493391476,0.53,0.35,0.106162774264348
"Ndufs3",4.23179414095857e-06,0.362691729227457,0.32,0.193,0.106340754968148
"Mark3",4.27230634643572e-06,0.393301628045902,0.201,0.109,0.107358786179583
"Klf2",4.30718103694054e-06,-0.761305298968737,0.418,0.461,0.108235152277279
"Hnrnpm",4.36887316071402e-06,0.239385614072531,0.601,0.392,0.109785413655583
"Fam192a",4.3821689288759e-06,0.362028850722598,0.167,0.085,0.110119523013722
"Tns3",4.40895849207642e-06,0.436890975105493,0.277,0.164,0.110792717947388
"Tnfsf13",4.41562380039649e-06,0.439209146860878,0.179,0.092,0.110960210480163
"Orai1",4.57201778051748e-06,0.260903516864379,0.379,0.233,0.114890234806624
"Samm50",4.58473071280064e-06,0.301353571210816,0.261,0.148,0.115209698081967
"Ythdf3",4.69044560270345e-06,0.458213348882639,0.192,0.104,0.117866207550335
"Tmem50b",4.9052739964778e-06,0.41863159008007,0.225,0.124,0.123264630257491
"Rack1",4.91601403940293e-06,-0.235826776337011,0.962,0.975,0.123534516796156
"Prrc2a",4.94718689215695e-06,0.3534434272073,0.275,0.162,0.124317859413012
"Ncoa7",4.99601337802588e-06,0.407369485767138,0.232,0.132,0.125544820176412
"Cybc1",5.05370416403774e-06,0.41184627553453,0.202,0.109,0.126994531938104
"Prrc2b",5.07895971456695e-06,-1.09217341001617,0.14,0.212,0.127629178667353
"Polr2f",5.11231716301586e-06,0.345011275682472,0.321,0.191,0.128467417989425
"Rfc2",5.18264962896668e-06,0.273668795854558,0.234,0.129,0.130234802526304
"Gng2",5.18816419477811e-06,0.220475814592531,0.444,0.279,0.130373378050579
"AI413582",5.20647514507365e-06,0.335364045264345,0.283,0.166,0.130833513920556
"Gab2",5.24308049002862e-06,0.461694620164205,0.197,0.107,0.131753369633929
"Ahr",5.24837136090493e-06,0.679818219312338,0.159,0.082,0.13188632392818
"Smox",5.27967018831344e-06,0.573132756615166,0.198,0.11,0.132672832162128
"Mta3",5.35731945705912e-06,0.488432102246888,0.171,0.088,0.134624080636439
"Sptssa",5.68546846222721e-06,-0.838487126777273,0.303,0.349,0.142870136987308
"Akt2",5.70897241891435e-06,0.592406752439367,0.151,0.077,0.143460767914899
"Babam1",5.74327519024463e-06,0.372687288576104,0.155,0.078,0.144322762255657
"Rbm47",5.79642680445344e-06,0.411017507218349,0.198,0.108,0.14565840916911
"Impdh2",5.80729080527016e-06,0.436722946918135,0.198,0.108,0.145931410645634
"Mgst3",5.84304744452758e-06,-1.25907218602716,0.082,0.151,0.146829939233534
"Mrpl2",5.87331020115389e-06,0.594439512981996,0.185,0.101,0.147590412044796
"Sap18",5.8802029743766e-06,0.202835638774478,0.252,0.142,0.14776362054311
"0610030E20Rik",5.8814520197912e-06,0.514057988403635,0.159,0.081,0.147795007805333
"Brpf1",5.89958696566819e-06,0.260983609287067,0.171,0.088,0.148250720860276
"Mob3c",5.92000499012066e-06,0.385778136901783,0.206,0.113,0.148763805396742
"Ifrd1",6.08791499145401e-06,0.27278021300897,0.633,0.46,0.152983215820248
"Slc43a2",6.1955036052032e-06,0.334425696354099,0.33,0.204,0.155686810095151
"Kat2b",6.22947216198572e-06,0.587137186935535,0.167,0.087,0.156540405958539
"Nus1",6.27122358915544e-06,0.429483007224478,0.206,0.113,0.157589577571887
"Snrpa",6.38422367777077e-06,0.272292430660309,0.201,0.108,0.160429156798702
"Trim26",6.50798835826335e-06,0.355209496744686,0.196,0.106,0.1635392394548
"Pmaip1",6.56428954062734e-06,0.243197514881669,0.313,0.191,0.164954031866424
"Tesk1",6.57546421412934e-06,0.34156913075078,0.184,0.097,0.165234840236856
"Phf20l1",6.62425380336045e-06,0.277830593047563,0.282,0.167,0.166460873824645
"Serf2",6.91969152140573e-06,-0.26173629161261,0.95,0.952,0.173884928241405
"Cbl",7.07103356045031e-06,0.208141751285184,0.396,0.242,0.177688002340556
"Nuak2",7.09347191743079e-06,0.24396391971602,0.244,0.137,0.178251855813118
"Ahcyl2",7.15735238839118e-06,0.435727301415618,0.178,0.094,0.179857108167882
"Ssr3",7.16394827687167e-06,0.374367716147322,0.373,0.233,0.180022856249508
"Pabpc1",7.16528706065275e-06,0.286306858310977,0.899,0.736,0.180056498547143
"Mybbp1a",7.16715413475251e-06,0.28331016298677,0.201,0.108,0.180103416252196
"Ppfia4",7.27034100499443e-06,0.46124655786762,0.291,0.18,0.182696399114505
"Snap23",7.39781894290577e-06,0.254541821863878,0.409,0.254,0.185899792216279
"Atl3",7.42089509931329e-06,0.416228088620349,0.158,0.08,0.186479672950644
"Gmfg",7.48081623529139e-06,0.201320714045822,0.621,0.428,0.187985431176637
"Irs2",7.59842552375985e-06,0.450181304393101,0.196,0.109,0.190940834986561
"Ethe1",7.63139717065744e-06,0.51326483668351,0.195,0.106,0.191769379501451
"Aurkaip1",7.66693200436988e-06,0.229543451467134,0.413,0.255,0.192662334337811
"Ddx54",7.74168944872709e-06,0.267213863369742,0.219,0.121,0.194540914157063
"Ube2s",7.74958954840266e-06,-0.655158552242062,0.512,0.508,0.19473943576181
"Psma2",7.75960580344626e-06,0.246960500187979,0.648,0.451,0.194991134234801
"Cyth4",8.01447113883456e-06,0.28071390190451,0.664,0.477,0.201395645247774
"Vmp1",8.019245658271e-06,0.213343247802062,0.495,0.317,0.201515624146692
"Hdac1",8.05760456680927e-06,0.317748791247231,0.26,0.15,0.20247954515935
"Ninj1",8.12937880092294e-06,0.281336000727464,0.477,0.319,0.204283159888392
"Mrpl52",8.22219035972441e-06,0.223289427830683,0.663,0.452,0.206615421549515
"Dcaf13",8.22798967272936e-06,0.48527209948646,0.168,0.087,0.206761152486016
"Dhrs1",8.36951865183357e-06,0.344954860328328,0.202,0.111,0.210317634201926
"Rbpj",8.41086330436091e-06,0.256163654973149,0.479,0.316,0.211356583975285
"Gsk3a",8.45767546847489e-06,0.538324276524646,0.181,0.098,0.212532926847305
"Jak1",8.65164121829812e-06,0.286032274175273,0.542,0.356,0.217407092174613
"Eif3b",8.80333422431691e-06,0.296015322790397,0.218,0.122,0.22121898572286
"Prorsd1",9.05683750030205e-06,0.351579758687355,0.159,0.082,0.22758926954509
"Inpp5d",9.15152161666341e-06,0.265613520624931,0.483,0.313,0.229968586705135
"Ptpa",9.254734785132e-06,0.356909227144549,0.167,0.087,0.232562230415582
"Cd38",9.37300638228113e-06,0.681569592982912,0.214,0.126,0.235534277380342
"Mrpl35",9.39098561012726e-06,0.505979545743587,0.174,0.091,0.235986077396888
"Slc35b1",9.45564117426289e-06,0.34284720282178,0.208,0.115,0.237610807068052
"Bms1",9.5981983863283e-06,0.34634280245203,0.168,0.088,0.241193127250044
"Atp6v1e1",9.69800825478798e-06,0.248917005682702,0.591,0.391,0.243701249434567
"Ttc39b",9.73302975076004e-06,0.533612320960943,0.161,0.085,0.244581304606849
"Arhgap45",9.90397223994947e-06,0.295061255865451,0.307,0.185,0.24887691841769
"Cyfip1",9.99867027655708e-06,0.223382497418392,0.646,0.452,0.251256585379603
"Got1",1.02396569995983e-05,0.259460246143811,0.35,0.215,0.257312340742906
"Snrnp200",1.03357782748524e-05,0.240358798555492,0.213,0.119,0.259727772268767
"Eif4ebp1",1.06155542846588e-05,0.228567455023405,0.279,0.165,0.26675826361919
"Ddi2",1.06280454219325e-05,0.272898335859786,0.232,0.133,0.267072153407742
"Bbx",1.08729249414719e-05,0.263260765741519,0.204,0.113,0.273225730854249
"Tnpo1",1.096065360488e-05,0.21667023886672,0.222,0.125,0.275430264437029
"Parp8",1.09904710697969e-05,0.466534710957205,0.192,0.106,0.276179547512927
"Mrpl15",1.11162777614295e-05,0.444105328250507,0.2,0.11,0.279340943866962
"Adam17",1.11744007844769e-05,0.207957082019288,0.349,0.216,0.280801517313121
"Alox5ap",1.12398630360477e-05,0.238614485644388,0.642,0.483,0.282446518232843
"Mdp1",1.12778707810357e-05,0.374618105639703,0.166,0.087,0.283401614856646
"Ppp4c",1.14181238001161e-05,0.22740868028569,0.3,0.176,0.286926032973118
"Sde2",1.15785744750177e-05,0.246020524366878,0.289,0.171,0.290957997982721
"Timm44",1.16441586878388e-05,0.466564823246495,0.151,0.078,0.2926060636667
"Med8",1.17826376553991e-05,0.306131351797257,0.245,0.141,0.296085901642524
"Eif1ad",1.18423969149545e-05,0.429010985471472,0.2,0.11,0.297587592075891
"Ube2d3",1.19399807457152e-05,0.260403284970303,0.836,0.64,0.300039776159078
"Chmp1b",1.19751561069767e-05,0.481317330850135,0.151,0.078,0.300923697812217
"Poldip3",1.19754689079595e-05,0.446399692970581,0.209,0.118,0.300931558188113
"Xiap",1.21533660599273e-05,0.328617414398397,0.298,0.182,0.305401935719914
"Ppp6r3",1.25167993873435e-05,0.439118356239727,0.159,0.083,0.314534651804555
"Cox4i1",1.2683578665053e-05,-0.203661811458042,0.978,0.977,0.318725648274118
"Ifitm2",1.29503545261106e-05,0.423327440489111,0.738,0.627,0.325429458886634
"Tut7",1.3010793848786e-05,0.203544287656358,0.572,0.377,0.326948238626145
"Ep400",1.30425370678957e-05,0.249324161729629,0.221,0.124,0.32774591397915
"1810013L24Rik",1.32642741190633e-05,0.391166867002989,0.151,0.077,0.333317944337942
"Exosc3",1.35639942157836e-05,0.344674788147274,0.197,0.107,0.340849610648427
"Creb1",1.37688630463402e-05,0.350434722561509,0.219,0.126,0.345997759491483
"Mvb12a",1.38627620715553e-05,0.263418457963293,0.279,0.165,0.348357348096114
"Abi3",1.39920690726433e-05,0.204693065573521,0.286,0.171,0.351606703726454
"Vrk2",1.42473244421836e-05,0.36979287016636,0.175,0.092,0.358021015907632
"Rab31",1.46701745784884e-05,0.392193143624098,0.205,0.114,0.368646816982836
"C1qb",1.51376898206511e-05,-0.243025740251324,0.704,0.77,0.380395007503141
"Churc1",1.51429710808366e-05,0.200052595558545,0.282,0.168,0.380527720290344
"Cwf19l2",1.51592993131576e-05,0.537480126126044,0.193,0.108,0.380938032440338
"Snrpa1",1.53427105850017e-05,0.26182558474407,0.185,0.101,0.385546974290509
"Morf4l1",1.56246978985931e-05,-0.289377180923788,0.863,0.797,0.392633033493745
"Ppib",1.56991706035102e-05,-0.284161171934237,0.822,0.756,0.394504458095609
"Ophn1",1.58106393231304e-05,-1.04345807663545,0.151,0.216,0.397305555550943
"Pes1",1.60222371084023e-05,0.55726101979612,0.154,0.08,0.402622796297042
"Zmynd15",1.65154458268587e-05,0.356797999823924,0.176,0.097,0.415016638183132
"Pum2",1.65925541521896e-05,0.237954666956913,0.313,0.192,0.416954293290372
"Hpgds",1.69036371304622e-05,-0.49272435103685,0.36,0.423,0.424771497451384
"Ubr4",1.69344031788679e-05,0.38329923833113,0.213,0.121,0.425544617481771
"Ext1",1.69551282909466e-05,0.446784747484165,0.15,0.077,0.426065418823197
"Tec",1.71695567114813e-05,0.462396637531016,0.225,0.13,0.431453790602814
"Fbrsl1",1.72476847659589e-05,0.389296460064013,0.168,0.09,0.43341707048378
"Taf10",1.73192475821813e-05,0.263694686456929,0.563,0.373,0.435215372492635
"Exoc5",1.75233955451025e-05,0.523441665319087,0.191,0.107,0.440345406652881
"Med1",1.7741221971077e-05,0.475314442844522,0.159,0.084,0.445819166911195
"Pdlim5",1.77697597355885e-05,0.480544583362474,0.167,0.09,0.446536292395604
"Elmo1",1.78545560874951e-05,0.20727004769517,0.289,0.172,0.448667139922664
"Usp9x",1.8077631895804e-05,0.227773140799257,0.319,0.196,0.454272811909659
"Itgb5",1.85552888415775e-05,-0.687971644411813,0.394,0.427,0.466275853300001
"Srcap",1.86067258699601e-05,0.353576924845349,0.161,0.085,0.467568414386226
"Acox3",1.91395893265656e-05,0.497885069040893,0.164,0.086,0.480958740187267
"Rilpl2",1.9629177492274e-05,0.261397616954672,0.388,0.251,0.493261601203354
"Ftl1-ps1",1.99642126913122e-05,0.34749283240731,0.281,0.167,0.501680700719985
"Cops6",2.01295542169209e-05,0.289250172817372,0.275,0.166,0.505835567917005
"Angel2",2.06162863057576e-05,0.340522322848532,0.168,0.09,0.518066658577383
"Anxa3",2.0681207054804e-05,-0.728511076475819,0.27,0.329,0.519698052080171
"Pisd",2.06890384230648e-05,0.453677697741941,0.188,0.103,0.519894846533197
"Kxd1",2.09305319091868e-05,0.292489932805633,0.278,0.166,0.525963336345955
"Pold4",2.13484624586254e-05,0.206811446621197,0.375,0.238,0.536465513122798
"Ctdsp1",2.14437124548491e-05,0.427298569035085,0.164,0.087,0.538859050277903
"mt-Nd6",2.15103738018588e-05,0.554496698786374,0.174,0.097,0.540534183266909
"Plbd2",2.24177816837616e-05,0.227305682904338,0.262,0.153,0.563336435931246
"Gtpbp2",2.24865189356418e-05,0.439759451138394,0.176,0.095,0.565063734333742
"Washc3",2.25208457592484e-05,0.42951842033073,0.184,0.102,0.565926333084154
"Gnl3",2.32479716269409e-05,0.330536097548632,0.209,0.121,0.584198279013397
"Dclre1c",2.34987421176303e-05,0.241698956273286,0.245,0.144,0.590499890673933
"Usp19",2.46593566456227e-05,0.47740461415421,0.183,0.102,0.619664973147853
"Gnpda1",2.54395036476371e-05,0.409611260049551,0.243,0.143,0.639269287161472
"Azi2",2.5705418583572e-05,0.21694736393282,0.275,0.166,0.645951463586581
"Tcerg1",2.60454001981534e-05,0.571882090727895,0.204,0.119,0.654494861579397
"Ocel1",2.61559220164209e-05,0.270893571240826,0.155,0.081,0.657272164350641
"Psma3",2.6445189401988e-05,0.214057956562441,0.68,0.48,0.664541164482555
"Pnrc2",2.65068602326465e-05,0.312124707919811,0.193,0.109,0.666090890786173
"Mpdu1",2.67170826066239e-05,0.419201503037586,0.192,0.107,0.671373568821852
"Lypla2",2.76033554275607e-05,0.467612532669301,0.159,0.086,0.693644718539173
"Vps35l",2.79366247924077e-05,0.401805536911933,0.157,0.083,0.702019444408414
"Pnpla2",2.79570881194809e-05,0.300493528303462,0.18,0.098,0.702533667354434
"D5Ertd579e",2.80826616566193e-05,0.481785868640936,0.178,0.099,0.705689204769186
"Auh",2.84373813343031e-05,0.459066666525351,0.154,0.082,0.714602955549702
"Gfpt1",2.84975950106357e-05,0.242457283126146,0.161,0.086,0.716116065022265
"Actg1",2.86700259857255e-05,0.256842657730582,0.993,0.988,0.720449082995297
"Mknk2",3.02992199884454e-05,0.317795608892407,0.219,0.128,0.761389099089645
"Polr2b",3.07105188662857e-05,0.403933032627902,0.153,0.081,0.771724628590893
"Dip2b",3.08307143523077e-05,0.372397722834892,0.223,0.131,0.774745020959141
"Ddx47",3.09844945833239e-05,0.407396552012826,0.159,0.085,0.778609364384346
"Tug1",3.10486072672149e-05,0.237859032606264,0.18,0.1,0.780220452017843
"Nudcd3",3.15948141575915e-05,0.376221468379875,0.175,0.097,0.793946084966118
"Stk11",3.17376443337953e-05,0.449051222127606,0.197,0.111,0.797535264463943
"Fh1",3.30491377417321e-05,0.454264178249485,0.158,0.085,0.830491782311987
"Lrrfip2",3.33016061726846e-05,0.356822715406192,0.187,0.105,0.836836061513391
"Derl1",3.37246490810967e-05,0.226847650895056,0.322,0.197,0.847466706758879
"Cd84",3.38982007179904e-05,0.237829587991712,0.49,0.332,0.851827885842381
"Akna",3.53466891930111e-05,0.289424568753755,0.189,0.106,0.888226952731177
"Galnt7",3.59614266393357e-05,0.439997858197614,0.166,0.091,0.903674690019867
"Soat1",3.6297339330665e-05,0.23445745060526,0.435,0.289,0.912115840040281
"Mapre2",3.71244789671413e-05,0.21120641762997,0.228,0.134,0.932901031965293
"Slco2b1",3.75595551705803e-05,-0.811685370119318,0.167,0.234,0.943834061881513
"Acsl5",3.76611159067897e-05,0.352521145158152,0.198,0.112,0.94638618162172
"Btg1",3.93826948402106e-05,0.276726074929901,0.894,0.764,0.989647738639651
"Otud5",3.94313224005446e-05,0.297571193203914,0.176,0.097,0.990869700603284
"Atg3",3.99457047999884e-05,0.208087652724171,0.349,0.217,1
"Rnaset2b",4.13207633165653e-05,0.2461061273528,0.196,0.11,1
"Ap3b1",4.21534336579507e-05,0.208279360769663,0.244,0.144,1
"Sdc4",4.26609911073494e-05,0.332110019342366,0.523,0.379,1
"Hipk1",4.31134210822686e-05,0.265104886883349,0.262,0.161,1
"Dnm1l",4.36057922488025e-05,0.374400534178724,0.162,0.089,1
"Wsb2",4.38841442497013e-05,0.321930889325891,0.183,0.102,1
"Zdhhc3",4.39101647009905e-05,0.321248174366474,0.157,0.085,1
"Slc4a7",4.41405454150663e-05,0.341266006860298,0.164,0.09,1
"Pdha1",4.46138980389199e-05,0.397913903249735,0.197,0.113,1
"Myo6",4.52362259243854e-05,-1.32764861358572,0.107,0.171,1
"Nono",4.54722624105354e-05,0.213667920030485,0.375,0.238,1
"Fam172a",4.56897881866239e-05,0.43181868236257,0.189,0.108,1
"Naa50",4.56927600108584e-05,0.220969539242749,0.275,0.167,1
"Cast",4.61653837738226e-05,0.257328803876366,0.309,0.196,1
"Etv3",4.6628707472764e-05,0.281295836989774,0.309,0.199,1
"Preb",4.72085516461317e-05,0.290887368900405,0.157,0.084,1
"Cyb5r3",4.7237251623002e-05,0.389912611831905,0.245,0.149,1
"Slc7a7",4.73435407735283e-05,0.270867038102654,0.159,0.086,1
"Myo1e",4.80397174977959e-05,0.390101667125444,0.163,0.09,1
"Serp1",4.80942991213132e-05,0.281240204786643,0.617,0.424,1
"Rchy1",4.87399744785555e-05,0.378954719385795,0.176,0.1,1
"Ldlrap1",4.95419454012302e-05,0.390421121743248,0.179,0.1,1
"Ndufv3",5.03760911503926e-05,-0.572876605170731,0.487,0.482,1
"Atxn7",5.06935440343664e-05,0.218079529272414,0.161,0.087,1
"Cwc25",5.11605013848867e-05,0.274921843414418,0.164,0.09,1
"Smarcd2",5.15236420891868e-05,0.393983549763253,0.153,0.083,1
"Ppp1r12a",5.15983339470117e-05,0.297735731070771,0.364,0.239,1
"Rlf",5.18211712936972e-05,0.38224185241625,0.171,0.095,1
"Surf4",5.21726679306603e-05,0.269129503281972,0.329,0.21,1
"Dennd1c",5.40211864429624e-05,0.34983751965147,0.17,0.093,1
"Rpl9-ps6",5.47547889287378e-05,0.470819814584057,0.153,0.083,1
"Nr4a3",5.47784456007127e-05,0.35957244684961,0.179,0.103,1
"Ndufc2",5.50619944827669e-05,-0.367697376818787,0.65,0.611,1
"Sod1",5.62292362659985e-05,0.22428832284651,0.398,0.264,1
"Taf13",5.629371927697e-05,0.388450703733747,0.153,0.082,1
"Cfh",5.65717696765444e-05,-0.959512657355101,0.208,0.268,1
"Kdm6a",5.71789911831411e-05,0.409005093333629,0.17,0.095,1
"Noc2l",5.80185015098873e-05,0.581495846834506,0.171,0.097,1
"Arl8b",5.80505801598011e-05,0.303871631288009,0.278,0.173,1
"Gorasp2",6.04494712150028e-05,0.349229073502838,0.164,0.091,1
"Eva1b",6.06777272836652e-05,0.277378168819145,0.158,0.086,1
"Mta2",6.079315000114e-05,0.390399811431604,0.187,0.106,1
"Cpsf7",6.09503106634263e-05,0.277666429569507,0.153,0.083,1
"Lamp2",6.28581811330776e-05,0.303705553713997,0.742,0.554,1
"Mcrip1",6.30303563150323e-05,0.207885135356898,0.295,0.183,1
"Rc3h2",6.35345366189073e-05,0.331214121655105,0.159,0.088,1
"H2afz",6.38437743778442e-05,0.362245984570762,0.95,0.891,1
"Nr1h2",6.43248494241208e-05,0.374050182384109,0.195,0.112,1
"Vps41",6.56004684034167e-05,0.209720243682638,0.234,0.137,1
