"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ly6e5",1.92909847137138e-17,0.727949625571842,0.975,0.634,4.84763154870914e-13,"19","Ly6e"
"Idi11",2.2430038551669e-17,2.38170444760613,0.532,0.128,5.6364443876489e-13,"19","Idi1"
"Rspry1",3.086463413413e-17,2.3890216147038,0.506,0.112,7.75597391156553e-13,"19","Rspry1"
"Sfrp12",3.17368514945091e-17,1.26597961971387,0.367,0.08,7.9751534120552e-13,"19","Sfrp1"
"mt-Atp64",4.78102466122669e-17,0.883791067886875,1,0.992,1.20142368711965e-12,"19","mt-Atp6"
"Nenf6",4.81714963246596e-17,1.59930342102215,0.734,0.26,1.21050153114237e-12,"19","Nenf"
"Prdx23",4.91966821829209e-17,1.24689307620874,0.848,0.583,1.23626342657462e-12,"19","Prdx2"
"Ppa14",5.49139819573049e-17,1.13041395440773,0.772,0.323,1.37993345260512e-12,"19","Ppa1"
"Ddr1",6.12268493949743e-17,2.78213379264624,0.418,0.069,1.53856949844631e-12,"19","Ddr1"
"Hmgcs14",6.44334413042284e-17,2.26077894108367,0.544,0.167,1.61914794653396e-12,"19","Hmgcs1"
"Ptprd1",7.41971891258855e-17,1.71148522148646,0.354,0.064,1.86450116554438e-12,"19","Ptprd"
"Cdk141",7.52339691817821e-17,2.66265366322148,0.443,0.089,1.890554411569e-12,"19","Cdk14"
"Tceal98",8.41561412283637e-17,1.41629032619856,0.797,0.336,2.11475967292755e-12,"19","Tceal9"
"Mrps282",8.93828828781348e-17,2.11647434337257,0.57,0.16,2.24610246384465e-12,"19","Mrps28"
"Dock7",1.30060892997715e-16,2.42006571416183,0.468,0.094,3.26830018013958e-12,"19","Dock7"
"Avpi11",1.94287107033338e-16,1.74492197280905,0.519,0.129,4.88224071264075e-12,"19","Avpi1"
"Flnb",2.01045657601813e-16,2.88585428332127,0.38,0.053,5.05207632987595e-12,"19","Flnb"
"Tcim4",3.87062398430413e-16,1.44236486856436,0.468,0.115,9.72649101015786e-12,"19","Tcim"
"Ncstn",4.67149300198322e-16,2.36928335519563,0.468,0.119,1.17389947646836e-11,"19","Ncstn"
"Zfp4673",5.18102652855593e-16,2.07723425534694,0.494,0.11,1.30194015636082e-11,"19","Zfp467"
"Gstm54",6.11015829357398e-16,0.977531116314716,0.418,0.11,1.5354216775922e-11,"19","Gstm5"
"Ephx13",8.40152469693086e-16,1.79062686611509,0.532,0.137,2.11121914109176e-11,"19","Ephx1"
"Igf1r5",8.53253785347156e-16,1.59853286314969,0.709,0.267,2.14414143719887e-11,"19","Igf1r"
"Rtp41",1.10645835591166e-15,1.70902739193331,0.494,0.122,2.78041920257041e-11,"19","Rtp4"
"Lgmn2",1.27816085359735e-15,0.589623504751597,0.582,0.229,3.21189040900478e-11,"19","Lgmn"
"Nfe2l23",1.31281076929122e-15,1.27535545797498,0.886,0.525,3.29896218215191e-11,"19","Nfe2l2"
"Lpgat11",1.58531849115236e-15,1.90713013368385,0.544,0.139,3.98374683641676e-11,"19","Lpgat1"
"Klf54",1.73951561074303e-15,1.41238948969027,0.494,0.133,4.37122877823617e-11,"19","Klf5"
"1110038F14Rik",1.90532281287934e-15,2.02298014566388,0.557,0.171,4.78788569648449e-11,"19","1110038F14Rik"
"Lars25",2.04518154355419e-15,1.40578929319454,0.81,0.518,5.13933670079733e-11,"19","Lars2"
"Ccdc88c",3.12675673258094e-15,2.32755512365832,0.468,0.1,7.85722699330265e-11,"19","Ccdc88c"
"Gusb1",3.28459918625176e-15,2.04677532861741,0.532,0.134,8.25386929513205e-11,"19","Gusb"
"Pfdn14",3.74785290976781e-15,1.51056299268655,0.722,0.32,9.41797957695553e-11,"19","Pfdn1"
"Rfk3",4.46797386704132e-15,1.58363947677054,0.658,0.235,1.12275715304881e-10,"19","Rfk"
"Sfxn11",4.83122341598975e-15,2.34964932687255,0.468,0.111,1.21403813220406e-10,"19","Sfxn1"
"Stmn22",5.28715811959604e-15,1.38231707666802,0.557,0.168,1.32860996387329e-10,"19","Stmn2"
"Aamdc1",7.73662587256503e-15,1.97310908511542,0.456,0.104,1.94413671551687e-10,"19","Aamdc"
"Krt172",1.00034323238708e-14,0.822505989478835,0.367,0.094,2.51376250866549e-10,"19","Krt17"
"Hs3st1",1.04407608469751e-14,2.6447064985906,0.367,0.058,2.62365879323637e-10,"19","Hs3st1"
"Rab255",1.43397914487735e-14,2.04174369101935,0.532,0.161,3.60344619316229e-10,"19","Rab25"
"Pyroxd11",1.46423522551753e-14,2.61164146160536,0.392,0.079,3.679476698203e-10,"19","Pyroxd1"
"Higd1a2",1.9104368058981e-14,1.59875959607158,0.684,0.33,4.80073664954134e-10,"19","Higd1a"
"Hddc2",2.09809948823393e-14,2.51789076730538,0.38,0.066,5.27231420398305e-10,"19","Hddc2"
"Slc35d1",2.17996737478945e-14,2.75688836505612,0.354,0.054,5.47804001610841e-10,"19","Slc35d1"
"Cd3021",2.22768818395096e-14,1.60458361224258,0.481,0.125,5.59795763745037e-10,"19","Cd302"
"Ppt12",2.25124346982436e-14,1.48142719200425,0.595,0.194,5.65714971532164e-10,"19","Ppt1"
"Abcd31",2.31385040231282e-14,2.10101338557627,0.468,0.107,5.81447467597188e-10,"19","Abcd3"
"Nfat53",2.40510500802374e-14,1.65828907220039,0.658,0.287,6.04378837466284e-10,"19","Nfat5"
"Apopt1",2.73189908447331e-14,2.06893773886694,0.519,0.15,6.86498920937297e-10,"19","Apopt1"
"Cib12",3.31982438814283e-14,1.73104357838074,0.633,0.246,8.34238670496411e-10,"19","Cib1"
"Nedd410",3.61629341181406e-14,1.08522918933371,0.772,0.344,9.08738371454755e-10,"19","Nedd4"
"Ktn18",3.93168466957976e-14,1.289911792674,0.797,0.37,9.87993040618698e-10,"19","Ktn1"
"Rnf1281",4.29739195971097e-14,1.48893592334338,0.506,0.145,1.07989162555577e-09,"19","Rnf128"
"Aspscr1",6.70959560315863e-14,2.39270608571293,0.405,0.092,1.68605427911773e-09,"19","Aspscr1"
"Agfg2",7.79449583506383e-14,2.61182765053339,0.367,0.063,1.95867885839319e-09,"19","Agfg2"
"Cstb4",8.41043572080154e-14,1.28710940839175,0.81,0.425,2.11345839228022e-09,"19","Cstb"
"Sipa1l1",1.01036587128362e-13,2.26429942042097,0.456,0.11,2.53894839794861e-09,"19","Sipa1l1"
"Gm20559",1.03430906047404e-13,2.00412584913727,0.405,0.086,2.59911523806522e-09,"19","Gm20559"
"Hes18",1.37493389555522e-13,0.574675609826178,0.57,0.223,3.45507138614071e-09,"19","Hes1"
"Pkib1",1.90177715954596e-13,0.835700444694537,0.519,0.204,4.77897582422303e-09,"19","Pkib"
"Anxa71",2.4396305110614e-13,1.83501900552709,0.57,0.195,6.13054751124619e-09,"19","Anxa7"
"mt-Nd45",2.91117772916276e-13,0.773595108975154,0.987,0.982,7.31549851561309e-09,"19","mt-Nd4"
"Atp5md4",3.88111838568558e-13,1.04922471647034,0.873,0.684,9.7528623913893e-09,"19","Atp5md"
"Pfkl1",6.86863924034385e-13,2.01811713950808,0.392,0.086,1.72602035470601e-08,"19","Pfkl"
"Golgb14",1.63982287509801e-12,1.3412922215138,0.747,0.353,4.12071090283379e-08,"19","Golgb1"
"Arhgap321",2.13348955754894e-12,2.41165428580377,0.38,0.078,5.36124590916472e-08,"19","Arhgap32"
"Dstn7",2.14520178987285e-12,0.958980572799619,0.937,0.749,5.39067757777149e-08,"19","Dstn"
"Cmtm73",2.78980186013979e-12,1.18736039799155,0.608,0.229,7.01049309434527e-08,"19","Cmtm7"
"Krtcap3",3.99838485518793e-12,2.35808487958462,0.354,0.067,1.00475413026017e-07,"19","Krtcap3"
"Gnas6",5.13200809339076e-12,0.575916750993132,0.962,0.714,1.28962231378816e-07,"19","Gnas"
"mt-Nd25",5.13745955669273e-12,0.569547369175422,0.987,0.962,1.29099221200132e-07,"19","mt-Nd2"
"Cryl12",5.34639288717379e-12,1.85556660831,0.392,0.096,1.3434950686179e-07,"19","Cryl1"
"Fndc3a4",5.60868437885496e-12,1.54252782680929,0.595,0.21,1.40940629756246e-07,"19","Fndc3a"
"Socs6",5.69858142436738e-12,2.3868452862714,0.367,0.073,1.43199652612928e-07,"19","Socs6"
"Prkcd3",5.7085986369842e-12,0.93019333297656,0.443,0.162,1.43451375148776e-07,"19","Prkcd"
"Arhgef5",6.53232687386438e-12,2.15573464549554,0.367,0.077,1.64150842013338e-07,"19","Arhgef5"
"Ccnd25",7.59034305963311e-12,0.634146932029183,0.62,0.272,1.9073773074552e-07,"19","Ccnd2"
"Cbx54",8.69374643973565e-12,1.6951006874446,0.532,0.169,2.18465154284117e-07,"19","Cbx5"
"Phactr4",8.91374263783856e-12,2.13745022549369,0.418,0.102,2.23993438746245e-07,"19","Phactr4"
"Lgals3bp1",1.02429342626805e-11,1.73003416004074,0.481,0.14,2.57394695086898e-07,"19","Lgals3bp"
"Cpd5",1.42256686197482e-11,0.590077387719427,0.468,0.212,3.57476826745653e-07,"19","Cpd"
"Alas13",1.63457136647819e-11,1.20693555375016,0.468,0.157,4.10751438682305e-07,"19","Alas1"
"Mff",1.71537528885777e-11,1.63827795014395,0.57,0.208,4.3105665633707e-07,"19","Mff"
"Phtf1",1.90676053967592e-11,2.14204967296591,0.392,0.09,4.79149856015163e-07,"19","Phtf1"
"Rbm473",2.37693136242238e-11,2.07641999995844,0.43,0.115,5.97299082063121e-07,"19","Rbm47"
"3830406C13Rik",2.52880854946061e-11,2.02918364249453,0.418,0.133,6.35464300393956e-07,"19","3830406C13Rik"
"Ank34",2.65063229634517e-11,1.42420609734379,0.595,0.218,6.66077389748578e-07,"19","Ank3"
"Cd98",2.79216345463951e-11,0.76153579586593,0.962,0.747,7.01642754516361e-07,"19","Cd9"
"Dapp11",2.97924139338241e-11,2.02487441784586,0.418,0.104,7.48653569743065e-07,"19","Dapp1"
"Vegfa",3.30033147203684e-11,1.98450945939761,0.367,0.084,8.29340295608137e-07,"19","Vegfa"
"Cisd14",3.7185704172221e-11,1.22786434844451,0.696,0.31,9.34439560143742e-07,"19","Cisd1"
"Gtf2i4",3.85472894069699e-11,1.50891290717828,0.582,0.214,9.68654835507747e-07,"19","Gtf2i"
"Ndufaf31",4.52199401800149e-11,1.78069830350974,0.506,0.163,1.13633187678359e-06,"19","Ndufaf3"
"Hgs",5.07968741368203e-11,2.03936270976217,0.405,0.099,1.27647465018416e-06,"19","Hgs"
"Pebp111",5.39771631209315e-11,1.16001636819857,0.734,0.35,1.35639213206589e-06,"19","Pebp1"
"Car2",5.57112868275624e-11,1.66475891642279,0.405,0.104,1.39996892668981e-06,"19","Car2"
"Irak1",6.14972037292793e-11,1.64384840397626,0.494,0.16,1.54536323251306e-06,"19","Irak1"
"Nceh1",6.26988193704445e-11,1.88058333064758,0.456,0.139,1.5755586319599e-06,"19","Nceh1"
"Sod15",8.86185958111233e-11,1.20195711979605,0.747,0.459,2.22689669413772e-06,"19","Sod1"
"Naxe2",9.6361011409659e-11,1.37965363877319,0.519,0.184,2.42145585571332e-06,"19","Naxe"
"Pgrmc14",1.02735258194427e-10,1.12528893949473,0.684,0.311,2.58163430316777e-06,"19","Pgrmc1"
"Ptprf4",1.09941789606185e-10,1.47222754768071,0.43,0.129,2.76272723101382e-06,"19","Ptprf"
"Tmem2054",1.43170903653817e-10,1.64685505924754,0.532,0.201,3.59774163791678e-06,"19","Tmem205"
"Osbp",1.45306923407692e-10,1.70187190066083,0.456,0.134,3.65141767831189e-06,"19","Osbp"
"Rbpms4",1.48604325512081e-10,0.524036960948885,0.367,0.154,3.73427809579309e-06,"19","Rbpms"
"Tmem2564",1.75273338763335e-10,1.29749634822181,0.696,0.344,4.40444372978383e-06,"19","Tmem256"
"Txnrd14",1.76894184389158e-10,1.13815163050576,0.684,0.304,4.44517395951515e-06,"19","Txnrd1"
"Lmo46",1.86343337569725e-10,0.651020916191026,0.696,0.351,4.68262172978961e-06,"19","Lmo4"
"Pmvk",2.21464391508873e-10,2.11385279593786,0.354,0.113,5.56517869422647e-06,"19","Pmvk"
"Pcbd21",2.34512241698204e-10,1.01056931060862,0.367,0.143,5.89305812163417e-06,"19","Pcbd2"
"Golga42",2.36260061032293e-10,1.27315565692412,0.684,0.322,5.93697907368049e-06,"19","Golga4"
"Dnase2a",2.82205858426435e-10,1.8995109244298,0.392,0.108,7.09155101639788e-06,"19","Dnase2a"
"Marcksl13",3.65587533026930e-10,0.54057359546296,0.468,0.213,9.18684911743371e-06,"19","Marcksl1"
"Rbp13",4.17897514820738e-10,1.57262536560091,0.392,0.107,1.05013466499303e-05,"19","Rbp1"
"Nxn1",4.4443210207254e-10,2.00548584895029,0.405,0.11,1.11681342929809e-05,"19","Nxn"
"Pdia4",4.62229664784135e-10,1.74533787181663,0.494,0.175,1.16153692463605e-05,"19","Pdia4"
"Dynlt35",4.8751617437369e-10,1.32456191585305,0.658,0.295,1.22507939458365e-05,"19","Dynlt3"
"Ssbp12",5.39638673290191e-10,1.42133025844459,0.608,0.255,1.35605802211092e-05,"19","Ssbp1"
"1810037I17Rik4",5.71583270622779e-10,0.994813940159412,0.848,0.576,1.43633160074798e-05,"19","1810037I17Rik"
"Atp6v0e3",5.72425742508483e-10,0.944017469825825,0.785,0.454,1.43844864834957e-05,"19","Atp6v0e"
"C530008M17Rik1",5.77770731851634e-10,2.00137687188649,0.38,0.095,1.45188007206997e-05,"19","C530008M17Rik"
"Apc3",6.10667650718081e-10,1.39080850121079,0.62,0.263,1.53454673948947e-05,"19","Apc"
"Cox191",6.19933486806671e-10,1.54933433241015,0.481,0.162,1.55783085899648e-05,"19","Cox19"
"Rnf1501",6.58619717921516e-10,1.58856227819256,0.38,0.108,1.65504548916498e-05,"19","Rnf150"
"Pkm2",7.64062103134908e-10,0.693208451813612,0.937,0.755,1.92001165896771e-05,"19","Pkm"
"Kif21a5",9.78271756659663e-10,1.47193906252765,0.544,0.202,2.45829909731007e-05,"19","Kif21a"
"Aig11",1.10857202224472e-09,0.964944861423754,0.57,0.24,2.78573063469876e-05,"19","Aig1"
"Nudt46",1.16554371169855e-09,1.27394571418534,0.582,0.241,2.92889479312727e-05,"19","Nudt4"
"Pbx16",1.3024725282805e-09,1.21020010378791,0.608,0.257,3.27298321631606e-05,"19","Pbx1"
"Auts23",1.38095675800088e-09,1.13961646412054,0.646,0.29,3.47020623718042e-05,"19","Auts2"
"Rrbp16",1.45785318132068e-09,0.710177778567305,0.886,0.56,3.66343925934074e-05,"19","Rrbp1"
"Mpp61",1.53473047576209e-09,1.67422387775381,0.443,0.139,3.85662421254257e-05,"19","Mpp6"
"Snapc1",1.7189549887192e-09,1.92997359261009,0.392,0.131,4.31956199115248e-05,"19","Snapc1"
"Hist1h2bc6",2.05062397146564e-09,1.12099875106443,0.684,0.322,5.15301297789602e-05,"19","Hist1h2bc"
"Bag5",2.21839673785361e-09,1.62732176779253,0.38,0.109,5.57460916255233e-05,"19","Bag5"
"Tbca4",2.23749444025775e-09,1.00297159207524,0.759,0.512,5.62259977892371e-05,"19","Tbca"
"Xpa",2.36986286944123e-09,1.64496990376006,0.456,0.147,5.95522840461886e-05,"19","Xpa"
"Zcchc71",2.40449263679468e-09,1.16410109291725,0.684,0.327,6.04224954700134e-05,"19","Zcchc7"
"Pdia32",2.6273334623158e-09,0.807385720124216,0.911,0.76,6.60222625745338e-05,"19","Pdia3"
"Mier13",2.63272348786124e-09,1.17102343168238,0.722,0.38,6.61577085264651e-05,"19","Mier1"
"Fzd32",2.89194890035039e-09,1.21133969549038,0.367,0.126,7.26717839169049e-05,"19","Fzd3"
"Apbb12",3.06736270966684e-09,1.34462764295563,0.367,0.117,7.70797575312179e-05,"19","Apbb1"
"Bphl1",3.27384421069784e-09,1.59087076867588,0.456,0.151,8.22684311706261e-05,"19","Bphl"
"Ssr24",3.52125793281582e-09,1.34829331533654,0.582,0.245,8.84856905937288e-05,"19","Ssr2"
"mt-Atp83",3.5326606003172e-09,1.07846017390139,0.785,0.459,8.87722282253709e-05,"19","mt-Atp8"
"Arhgap54",4.00791804808444e-09,0.566943916989622,0.646,0.34,0.000100714972630314,"19","Arhgap5"
"Amd1",4.58503349782866e-09,1.94430499849504,0.38,0.105,0.000115217306766936,"19","Amd1"
"Cd24a7",4.65638774199034e-09,0.768540524877358,0.506,0.212,0.000117010367568475,"19","Cd24a"
"Hk11",4.68021992181454e-09,1.5440893760746,0.43,0.139,0.000117609246415278,"19","Hk1"
"Zfp2922",5.20309484280055e-09,0.607927482532274,0.532,0.266,0.000130748570304735,"19","Zfp292"
"Nap1l43",5.32481137141770e-09,0.72038871565801,0.582,0.284,0.000133807184952355,"19","Nap1l4"
"Calr",5.45856702659684e-09,0.814021856748124,0.924,0.732,0.000137168330811352,"19","Calr"
"Mfge81",5.55194949858535e-09,1.58007267368302,0.43,0.14,0.000139514938949951,"19","Mfge8"
"Fdft1",5.71701640548994e-09,2.03112081556001,0.354,0.112,0.000143662905253557,"19","Fdft1"
"Morf4l25",6.77334541747245e-09,1.30850709701264,0.595,0.258,0.000170207396995665,"19","Morf4l2"
"Arglu13",6.91091369806592e-09,0.95803249440796,0.823,0.532,0.000173664350318699,"19","Arglu1"
"G3bp11",1.04667432671624e-08,0.819553128036139,0.608,0.294,0.000263018791560523,"19","G3bp1"
"Anxa55",1.22324652669444e-08,0.864291152381246,0.861,0.591,0.000307389619693046,"19","Anxa5"
"Abracl4",1.38287399314424e-08,0.9522300762306,0.646,0.309,0.000347502405737216,"19","Abracl"
"Crip26",1.59923524871689e-08,0.99755378984265,0.506,0.206,0.000401871825650067,"19","Crip2"
"Rcbtb2",1.64926440949269e-08,1.85659795203863,0.367,0.104,0.000414443653461417,"19","Rcbtb2"
"Desi2",2.11930800966468e-08,1.68069348277001,0.443,0.159,0.000532560909748638,"19","Desi2"
"Ormdl2",2.34776299140552e-08,1.70705097153386,0.418,0.137,0.000589969362110292,"19","Ormdl2"
"Fam162a2",2.3509219679661e-08,1.40709315825117,0.494,0.195,0.000590763181330201,"19","Fam162a"
"Ptms8",2.43166771177988e-08,0.721164828413147,0.873,0.56,0.000611053779293166,"19","Ptms"
"Ccs1",2.53431093486388e-08,1.81109098154224,0.38,0.139,0.000636846994821945,"19","Ccs"
"Cox8a3",2.57018175988949e-08,0.525503937601377,0.975,0.972,0.000645860974442629,"19","Cox8a"
"Sec61a11",2.94065049298256e-08,1.50569754188335,0.443,0.159,0.000738956062381587,"19","Sec61a1"
"Iqgap22",2.94398509179163e-08,1.38662320069137,0.456,0.17,0.00073979401371632,"19","Iqgap2"
"Sesn3",3.37623159597165e-08,0.607647191848217,0.392,0.192,0.000848413237751715,"19","Sesn3"
"Bnip3l5",3.42923583561873e-08,1.11141303683975,0.658,0.335,0.000861732673132631,"19","Bnip3l"
"Tmem2233",3.55934995763197e-08,1.07245764430475,0.506,0.215,0.000894429050853339,"19","Tmem223"
"Apobec34",3.74767294725238e-08,0.790272077255973,0.468,0.207,0.00094175273491505,"19","Apobec3"
"Gm424186",4.01408618755651e-08,0.629619012647216,0.987,0.968,0.00100869971807108,"19","Gm42418"
"Nin3",4.1243495917404e-08,1.40635785343932,0.38,0.238,0.00103640780890845,"19","Nin"
"Tceal8",4.37838061170092e-08,1.6689152915996,0.367,0.111,0.00110024326391432,"19","Tceal8"
"Hsp90b12",4.38334608723988e-08,0.723048836040557,0.949,0.882,0.00110149103826251,"19","Hsp90b1"
"Tmco15",4.57760901076779e-08,1.16991031480307,0.608,0.285,0.00115030736831584,"19","Tmco1"
"Afdn6",4.79078787547331e-08,1.27310610342062,0.544,0.228,0.00120387708522769,"19","Afdn"
"Sec11a2",5.00434691955843e-08,0.597720104001818,0.544,0.289,0.00125754233741584,"19","Sec11a"
"Spr1",5.62232425092796e-08,1.66126830121047,0.367,0.113,0.00141283386101569,"19","Spr"
"Swi53",6.12283587354415e-08,0.91039096188112,0.785,0.478,0.00153860742666291,"19","Swi5"
"Chd64",6.14690910218923e-08,0.722757780847669,0.506,0.246,0.00154465678828913,"19","Chd6"
"Taldo16",7.22921735343503e-08,0.667861657492299,0.886,0.664,0.00181663002874469,"19","Taldo1"
"Tmem128",7.80432037995602e-08,1.42115593515324,0.506,0.206,0.00196114766827915,"19","Tmem128"
"Cd2ap5",8.56838860213414e-08,0.735714903172546,0.684,0.375,0.00215315037183029,"19","Cd2ap"
"Cebpzos",8.96475431435343e-08,1.11434852427379,0.43,0.177,0.00225275311165387,"19","Cebpzos"
"Mydgf1",9.02055713012464e-08,0.549951411897405,0.43,0.232,0.00226677580122902,"19","Mydgf"
"Trappc6a2",9.32454536448952e-08,1.30653584367546,0.481,0.192,0.00234316500464257,"19","Trappc6a"
"Bbip12",1.0029816815766e-07,0.882546843614014,0.519,0.238,0.00252039266763384,"19","Bbip1"
"Atp1a13",1.0646546004409e-07,0.652650452405372,0.937,0.764,0.00267537054544793,"19","Atp1a1"
"Ier3ip1",1.08142259376499e-07,1.03187368667913,0.658,0.337,0.00271750683587205,"19","Ier3ip1"
"Zfp266",1.09091897193427e-07,1.57678993509783,0.392,0.128,0.00274137028457363,"19","Zfp266"
"Mtln2",1.0913745610616e-07,1.43804703033437,0.456,0.172,0.0027425151344917,"19","Mtln"
"Fdx13",1.1187114315234e-07,1.26823365343995,0.456,0.175,0.00281120995627514,"19","Fdx1"
"Cox7c2",1.24641423208109e-07,0.598083219289664,0.962,0.932,0.00313211432379658,"19","Cox7c"
"Erlec12",1.35944639884524e-07,1.10270504129704,0.57,0.259,0.00341615285565821,"19","Erlec1"
"Slc38a12",1.37940085401033e-07,0.79617516871087,0.354,0.143,0.00346629640604255,"19","Slc38a1"
"Mlec3",1.49228007946973e-07,0.946926191595854,0.456,0.203,0.00374995061169948,"19","Mlec"
"Rbbp82",1.62700263707005e-07,1.38543647414627,0.43,0.158,0.00408849492669333,"19","Rbbp8"
"Acadl4",1.77192955815125e-07,1.42306311354424,0.506,0.217,0.00445268178667828,"19","Acadl"
"Hist1h4d1",1.78371817828358e-07,0.873696619904889,0.38,0.161,0.00448230541020881,"19","Hist1h4d"
"Usp9x2",1.78756426319135e-07,0.618729780080721,0.506,0.266,0.00449197023697354,"19","Usp9x"
"Gkap12",1.84029343668239e-07,0.944083991527857,0.43,0.184,0.00462447337703918,"19","Gkap1"
"Nop103",1.86590307661835e-07,0.925420480569115,0.684,0.378,0.00468882784123426,"19","Nop10"
"Cmc1",1.86727600856793e-07,1.29845015504558,0.405,0.151,0.00469227788193036,"19","Cmc1"
"Pak1",1.89485916047388e-07,1.58191190094431,0.367,0.118,0.00476159158435481,"19","Pak1"
"Ttc143",2.12934804247371e-07,1.17191498895824,0.595,0.285,0.00535083869593219,"19","Ttc14"
"Pdlim1",2.16172062249572e-07,1.3801975406063,0.405,0.144,0.0054321877522695,"19","Pdlim1"
"Fermt24",2.55550461650407e-07,1.06173319548379,0.354,0.129,0.00642172755081308,"19","Fermt2"
"Cttn1",2.61462768571073e-07,1.62234230729583,0.367,0.117,0.0065702979114225,"19","Cttn"
"Sec11c5",2.71402585078743e-07,0.523569146700747,0.684,0.39,0.00682007556044373,"19","Sec11c"
"Hpf11",2.85486281157298e-07,1.02673421967673,0.494,0.222,0.00717398475920173,"19","Hpf1"
"Ssx2ip2",3.06117928579595e-07,0.549799818833673,0.43,0.205,0.00769243742727664,"19","Ssx2ip"
"Snhg83",3.16554582706269e-07,0.696800448525512,0.57,0.298,0.00795470010882583,"19","Snhg8"
"BC0055612",3.18847292383969e-07,1.27198574919094,0.494,0.205,0.00801231361031676,"19","BC005561"
"Actn14",3.75072946804847e-07,1.22672816784613,0.43,0.167,0.009425208080259,"19","Actn1"
"Lap31",3.83361247770143e-07,1.6253663256688,0.38,0.128,0.00963348479521591,"19","Lap3"
"Sinhcaf1",4.05115539447136e-07,1.24153794825998,0.38,0.141,0.0101801483907671,"19","Sinhcaf"
"Fkbp47",4.05423464784769e-07,0.978289788149826,0.608,0.3,0.0101878862465765,"19","Fkbp4"
"Luzp14",4.16372262464906e-07,0.713843256787143,0.354,0.159,0.0104630185834806,"19","Luzp1"
"Epb41l24",4.32490000302594e-07,0.824521962208513,0.494,0.231,0.0108680412176039,"19","Epb41l2"
"Ndufc23",4.75697491994079e-07,0.74903953561574,0.873,0.626,0.0119538022763192,"19","Ndufc2"
"Vdac15",4.86049629394989e-07,0.739620481762304,0.722,0.411,0.0122139411370667,"19","Vdac1"
"Cox6c3",5.03307361574093e-07,0.588695913518109,0.975,0.923,0.0126476106889954,"19","Cox6c"
"Ppdpf4",5.4695379952094e-07,0.683964986534323,0.646,0.354,0.0137444020281617,"19","Ppdpf"
"Anxa35",5.484659819506e-07,0.63003839313939,0.392,0.18,0.0137824016604366,"19","Anxa3"
"Psmd31",5.51867240340956e-07,1.55879503442322,0.418,0.161,0.0138678718825279,"19","Psmd3"
"Ugp21",5.68751210234376e-07,1.27923328815647,0.481,0.202,0.0142921491619796,"19","Ugp2"
"Uvrag1",6.79264627448248e-07,1.31321662085568,0.468,0.195,0.017069240823147,"19","Uvrag"
"Ddt4",6.9221041842862e-07,1.08620932591693,0.519,0.237,0.0173945556046928,"19","Ddt"
"Snx21",7.48314919290068e-07,0.964789816248445,0.557,0.265,0.0188044056068401,"19","Snx2"
"Ddost4",7.63437402205288e-07,1.09455158035632,0.582,0.281,0.0191844184800167,"19","Ddost"
"G6pdx",7.74812777253914e-07,1.62906863871619,0.38,0.131,0.0194702702796136,"19","G6pdx"
"Ndufb24",8.65204847085266e-07,1.03884816561259,0.658,0.363,0.0217417326024056,"19","Ndufb2"
"Cct33",9.80807945565025e-07,0.563047798210987,0.519,0.29,0.0246467228641035,"19","Cct3"
