"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Bri3",0,0.755573256058773,0.714,0.584,0,"1","Bri3"
"Atp6v0c1",0,0.733081711020643,0.956,0.842,0,"1","Atp6v0c"
"Ftl1",0,2.04315678192295,1,0.9,0,"1","Ftl1"
"Ubc",0,1.04780050253644,0.981,0.893,0,"1","Ubc"
"Hspa5",0,0.671460333654881,0.922,0.844,0,"1","Hspa5"
"Itm2b",0,1.39926731075967,1,0.964,0,"1","Itm2b"
"Rps29",0,0.784443697134782,1,0.995,0,"1","Rps29"
"Tmsb4x",0,0.74445241850017,1,0.995,0,"1","Tmsb4x"
"Fth1",0,1.726115536225,1,0.998,0,"1","Fth1"
"Pycard",4.94065645841247e-324,0.867165795592831,0.409,0.227,1.24153756143447e-319,"1","Pycard"
"Rac1",1.96638127044816e-321,0.701146135489922,0.587,0.41,4.94131949450918e-317,"1","Rac1"
"Srsf9",3.43375623859666e-321,0.852627361802612,0.454,0.314,8.62868605196956e-317,"1","Srsf9"
"Fuca1",8.37095776602231e-307,0.940559981692221,0.405,0.255,2.10353797702375e-302,"1","Fuca1"
"Pnp",3.35664512260372e-305,0.797729232896612,0.408,0.236,8.43491352859088e-301,"1","Pnp"
"Celf2",1.03161676394615e-300,0.76411810831078,0.415,0.237,2.59234976612029e-296,"1","Celf2"
"Brk1",1.95663132231422e-291,0.722948623350729,0.54,0.398,4.9168188498434e-287,"1","Brk1"
"Tob2",6.55185913465046e-276,0.996617575179355,0.359,0.214,1.64641668194632e-271,"1","Tob2"
"Ssh2",1.94492570015655e-269,0.862474075513353,0.393,0.229,4.88740379192339e-265,"1","Ssh2"
"Slc3a2",1.33454362989904e-254,0.716953649429655,0.514,0.384,3.3535746875733e-250,"1","Slc3a2"
"Id2",8.24317382748272e-247,0.950888098144937,0.386,0.243,2.07142715110813e-242,"1","Id2"
"Ccdc50",8.52885569806999e-241,0.868130371007875,0.357,0.206,2.14321614836801e-236,"1","Ccdc50"
"Tor1aip1",6.76801102695985e-239,0.740328867814876,0.445,0.287,1.70073349096474e-234,"1","Tor1aip1"
"Ssr4",3.69917686724516e-228,0.535049362553927,0.654,0.545,9.29566154970036e-224,"1","Ssr4"
"Fnbp1",5.08776749865349e-221,0.88198662656839,0.351,0.215,1.27850509473663e-216,"1","Fnbp1"
"Vmp1",3.90126564382406e-206,0.836653268467026,0.36,0.236,9.80349043636549e-202,"1","Vmp1"
"Smap2",1.66190478145169e-204,0.790635956725079,0.369,0.229,4.17620052530996e-200,"1","Smap2"
"Irf1",1.63318785333764e-200,0.703144717518627,0.368,0.226,4.10403775665215e-196,"1","Irf1"
"M6pr",9.09630355087051e-189,0.765200006266698,0.358,0.251,2.28581011929825e-184,"1","M6pr"
"Clec2d",3.13112863801961e-187,0.567759112008688,0.4,0.259,7.86821315447949e-183,"1","Clec2d"
"Sptssa",4.66543837641762e-187,0.79306795779138,0.354,0.237,1.17237800960998e-182,"1","Sptssa"
"Snx61",6.8472742387784e-186,0.610002487094297,0.388,0.324,1.72065154346262e-181,"1","Snx6"
"Ptpra1",2.65986366272587e-183,0.741673537045251,0.363,0.259,6.68397139806383e-179,"1","Ptpra"
"Mob1a",1.00835872152689e-177,0.740060573979362,0.355,0.223,2.53390463132493e-173,"1","Mob1a"
"Ddx3x",5.41692617667068e-173,0.525370923404486,0.498,0.442,1.36121937893557e-168,"1","Ddx3x"
"Ppp1r15a",3.77251031086202e-167,0.552873092347064,0.533,0.411,9.47994116016516e-163,"1","Ppp1r15a"
"Txnip",2.97933897900509e-159,0.503974219873254,0.49,0.353,7.4867809203419e-155,"1","Txnip"
"Fcho2",4.68937189715155e-159,0.712569511070008,0.363,0.257,1.17839226403521e-154,"1","Fcho2"
"Ywhah",3.75554370056806e-152,0.569065723957724,0.469,0.376,9.43730576515747e-148,"1","Ywhah"
"Cap1",5.01426869176462e-152,0.586893553542786,0.388,0.26,1.26003557955353e-147,"1","Cap1"
"Dleu21",1.32912018577418e-151,0.665657941448091,0.402,0.289,3.33994611483194e-147,"1","Dleu2"
"2410006H16Rik",2.49760043274261e-150,0.568684714720618,0.467,0.351,6.2762201274389e-146,"1","2410006H16Rik"
"Ccdc12",6.63678952784601e-144,0.58974480225987,0.444,0.34,1.66775884045242e-139,"1","Ccdc12"
"Stx7",4.54491758118204e-141,0.658013735565204,0.37,0.262,1.14209233897523e-136,"1","Stx7"
"Rab5c",1.69257650464278e-126,0.64376231088711,0.35,0.249,4.25327549851685e-122,"1","Rab5c"
"Pdia6",4.50886094864994e-125,0.517192144238007,0.443,0.37,1.13303166778624e-120,"1","Pdia6"
"Herpud11",2.19637738040857e-116,0.557471844401605,0.404,0.318,5.5192767192287e-112,"1","Herpud1"
"Cyp2f2",0,3.64317051819731,0.976,0.093,0,"2","Cyp2f2"
"Wfdc2",0,4.66418459754537,0.955,0.077,0,"2","Wfdc2"
"F3",0,5.74120171411518,0.927,0.053,0,"2","F3"
"Cbr2",0,4.01867564125323,0.971,0.1,0,"2","Cbr2"
"Adh7",0,6.85015160461186,0.871,0.022,0,"2","Adh7"
"Aldh3a1",0,6.69457214220635,0.862,0.023,0,"2","Aldh3a1"
"Gsto1",0,3.80284810364742,0.9,0.061,0,"2","Gsto1"
"Fxyd3",0,3.1389704807586,0.918,0.091,0,"2","Fxyd3"
"Gsta4",0,4.68374620455375,0.902,0.087,0,"2","Gsta4"
"Epas1",0,4.08715012011348,0.919,0.112,0,"2","Epas1"
"Sfn",0,5.61027710681991,0.855,0.049,0,"2","Sfn"
"Gsta3",0,4.27729562304808,0.854,0.071,0,"2","Gsta3"
"Ces1d",0,3.56681582044503,0.858,0.078,0,"2","Ces1d"
"Reg3g",0,7.77646863523787,0.789,0.014,0,"2","Reg3g"
"Krt19",0,5.22526297711163,0.779,0.033,0,"2","Krt19"
"Krt15",0,8.22406081774567,0.756,0.012,0,"2","Krt15"
"Krt18",0,2.11421718923136,0.869,0.127,0,"2","Krt18"
"Gstm1",0,2.31296856064135,0.922,0.182,0,"2","Gstm1"
"Hspb1",0,3.1926757775596,0.876,0.14,0,"2","Hspb1"
"Lypd2",0,4.81100129713323,0.784,0.048,0,"2","Lypd2"
"Aqp3",0,3.62459586121272,0.772,0.061,0,"2","Aqp3"
"Dapl1",0,3.39581313563773,0.767,0.063,0,"2","Dapl1"
"Krt5",0,4.07806325909489,0.741,0.038,0,"2","Krt5"
"Gpx2",0,4.90638988713161,0.737,0.038,0,"2","Gpx2"
"Perp",0,3.99014646256837,0.757,0.063,0,"2","Perp"
"Klf5",0,4.19468174974284,0.747,0.066,0,"2","Klf5"
"Wnt4",0,4.44275036710145,0.701,0.035,0,"2","Wnt4"
"Six3",0,3.74163113228176,0.713,0.064,0,"2","Six3"
"Aqp4",0,3.28610363266961,0.703,0.054,0,"2","Aqp4"
"Adh1",0,5.15567187723384,0.677,0.03,0,"2","Adh1"
"Krt8",0,2.12147164161553,0.753,0.109,0,"2","Krt8"
"Abi3bp",0,4.15399957087569,0.698,0.055,0,"2","Abi3bp"
"Prdx6",0,3.49193342221706,0.96,0.33,0,"2","Prdx6"
"Sdc4",0,2.07015204666459,0.865,0.238,0,"2","Sdc4"
"Tst",0,3.49905967037712,0.698,0.077,0,"2","Tst"
"S100a14",0,5.59301949414012,0.619,0.01,0,"2","S100a14"
"Ccdc3",0,5.01412003002404,0.63,0.027,0,"2","Ccdc3"
"S100a16",0,2.98976738438602,0.694,0.1,0,"2","S100a16"
"Oat",0,2.72645750889881,0.754,0.161,0,"2","Oat"
"Tmem176a1",0,2.04124137359928,0.881,0.293,0,"2","Tmem176a"
"Fmo2",0,3.17195715556519,0.658,0.071,0,"2","Fmo2"
"Ctsl",0,2.35150113739746,0.872,0.289,0,"2","Ctsl"
"Aox3",0,3.04289182333025,0.64,0.059,0,"2","Aox3"
"Cdo1",0,4.17213832473475,0.637,0.056,0,"2","Cdo1"
"Tmem176b1",0,1.91689654410006,0.923,0.344,0,"2","Tmem176b"
"Krt17",0,3.63929611994271,0.615,0.037,0,"2","Krt17"
"Gstm2",0,2.27621867331785,0.669,0.092,0,"2","Gstm2"
"Krt14",0,4.37951655630502,0.602,0.034,0,"2","Krt14"
"Ly6a",0,2.05120053555454,0.741,0.184,0,"2","Ly6a"
"Tgm2",0,3.02653050862727,0.642,0.086,0,"2","Tgm2"
"Mettl7a1",0,3.03176585849188,0.646,0.091,0,"2","Mettl7a1"
"Por",0,2.44619392318456,0.758,0.203,0,"2","Por"
"Dsp",0,3.03992943162695,0.628,0.074,0,"2","Dsp"
"Aqp5",0,2.47433844862581,0.631,0.079,0,"2","Aqp5"
"Anxa8",0,6.28371813866732,0.561,0.01,0,"2","Anxa8"
"Aldh2",0,2.13915412521039,0.875,0.336,0,"2","Aldh2"
"Dcn",0,0.964940137602537,0.615,0.08,0,"2","Dcn"
"Hes1",0,2.20290424693343,0.706,0.171,0,"2","Hes1"
"Wls",0,1.96870606409587,0.726,0.192,0,"2","Wls"
"Sox2",0,3.25325203939858,0.584,0.05,0,"2","Sox2"
"Ly6d",0,2.78716733651279,0.642,0.112,0,"2","Ly6d"
"Tacstd2",0,4.49554932872969,0.561,0.034,0,"2","Tacstd2"
"Ifitm1",0,2.14145555830079,0.631,0.106,0,"2","Ifitm1"
"Gclm",0,1.93136150419498,0.74,0.226,0,"2","Gclm"
"Pgrmc1",0,1.83491553190317,0.774,0.26,0,"2","Pgrmc1"
"Emp2",0,2.91593401238451,0.581,0.071,0,"2","Emp2"
"Anxa2",0,1.45114438766797,0.831,0.322,0,"2","Anxa2"
"S100a6",0,1.87738336832698,0.954,0.455,0,"2","S100a6"
"Slc6a6",0,1.99549686825808,0.916,0.425,0,"2","Slc6a6"
"Spint21",0,1.37588942653329,0.843,0.354,0,"2","Spint2"
"Anxa1",0,1.5902186636227,0.718,0.229,0,"2","Anxa1"
"Urah",0,4.24211069537916,0.516,0.03,0,"2","Urah"
"Id1",0,2.12245110319719,0.618,0.135,0,"2","Id1"
"Nfib",0,1.27745400374137,0.744,0.261,0,"2","Nfib"
"Avpi1",0,3.11321886909462,0.564,0.082,0,"2","Avpi1"
"Mecom",0,2.72569593703891,0.555,0.077,0,"2","Mecom"
"Fmo3",0,5.4268079357072,0.486,0.008,0,"2","Fmo3"
"Dnajb1",0,2.7791136745879,0.661,0.185,0,"2","Dnajb1"
"Meis2",0,2.34979511216629,0.562,0.09,0,"2","Meis2"
"Pir",0,3.43251563703782,0.54,0.073,0,"2","Pir"
"Bcam",0,2.92228581360377,0.526,0.06,0,"2","Bcam"
"Nedd4",0,1.12111814059252,0.763,0.299,0,"2","Nedd4"
"Ccn1",0,2.37178373224269,0.557,0.099,0,"2","Ccn1"
"Efemp1",0,3.31784648685971,0.496,0.039,0,"2","Efemp1"
"Aldh1a1",0,5.58660782465924,0.481,0.024,0,"2","Aldh1a1"
"Gclc",0,2.7825941304434,0.574,0.118,0,"2","Gclc"
"Lgals3",0,1.79305745935477,0.695,0.239,0,"2","Lgals3"
"Ptprf",0,2.6132388168167,0.536,0.085,0,"2","Ptprf"
"Tmem205",0,2.10114596108333,0.602,0.158,0,"2","Tmem205"
"Foxa1",0,6.25216926785397,0.45,0.007,0,"2","Foxa1"
"Runx11",0,1.53253025814071,0.688,0.246,0,"2","Runx1"
"Defb1",0,5.53326840590709,0.451,0.01,0,"2","Defb1"
"Ahnak",0,0.920132798608345,0.741,0.3,0,"2","Ahnak"
"Hbegf",0,4.21064036509019,0.49,0.05,0,"2","Hbegf"
"Pbx1",0,1.70040483628945,0.653,0.214,0,"2","Pbx1"
"Sdc1",0,3.69524050347097,0.473,0.034,0,"2","Sdc1"
"Pdcd4",0,1.70389895883321,0.719,0.28,0,"2","Pdcd4"
"Chd3",0,1.87040716911593,0.63,0.192,0,"2","Chd3"
"Mgst1",0,1.4125561335098,0.63,0.2,0,"2","Mgst1"
"Fosb1",0,1.57607315592961,0.837,0.407,0,"2","Fosb"
"Anxa31",0,1.97569235638115,0.567,0.138,0,"2","Anxa3"
"Dhrs3",0,2.44101488786248,0.537,0.109,0,"2","Dhrs3"
"Fdx1",0,2.28237158909767,0.561,0.133,0,"2","Fdx1"
"Lmo4",0,1.38732919642966,0.737,0.309,0,"2","Lmo4"
"S100a11",0,1.13169286844756,0.981,0.553,0,"2","S100a11"
"Hlf",0,2.81065980356094,0.496,0.069,0,"2","Hlf"
"Ece1",0,1.63758902175712,0.617,0.192,0,"2","Ece1"
"Glul",0,1.94601091698866,0.675,0.251,0,"2","Glul"
"S100a1",0,1.57836090721423,0.594,0.17,0,"2","S100a1"
"Ldha",0,0.896057183153797,0.778,0.356,0,"2","Ldha"
"Selenbp1",0,4.12239141530972,0.46,0.04,0,"2","Selenbp1"
"Cyb5a",0,1.49526083361131,0.908,0.488,0,"2","Cyb5a"
"Adss",0,2.03401839709169,0.589,0.172,0,"2","Adss"
"Isl1",0,4.17589858583738,0.439,0.025,0,"2","Isl1"
"Elf3",0,3.48744869326917,0.444,0.033,0,"2","Elf3"
"Ehf",0,2.05124028731443,0.473,0.064,0,"2","Ehf"
"Ifitm3",0,0.792381129423015,0.881,0.475,0,"2","Ifitm3"
"Atf31",0,1.62389862505311,0.794,0.389,0,"2","Atf3"
"Klf9",0,1.80017199513062,0.556,0.154,0,"2","Klf9"
"S100a10",0,0.767897652382653,0.701,0.3,0,"2","S100a10"
"Laptm4a",0,1.0231616722971,0.84,0.442,0,"2","Laptm4a"
"Net1",0,2.41310901605047,0.485,0.088,0,"2","Net1"
"Emb",0,1.1352232955953,0.76,0.364,0,"2","Emb"
"Phlda3",0,3.15057131700628,0.439,0.046,0,"2","Phlda3"
"4833423E24Rik",0,5.99000282349813,0.401,0.008,0,"2","4833423E24Rik"
"Errfi1",0,2.50308569672683,0.527,0.134,0,"2","Errfi1"
"Hras",0,1.79182634525678,0.611,0.218,0,"2","Hras"
"Emp1",0,3.01227671547019,0.447,0.055,0,"2","Emp1"
"Hspb8",0,3.79844167686514,0.422,0.031,0,"2","Hspb8"
"Cldn7",0,2.40354726504794,0.471,0.081,0,"2","Cldn7"
"Aopep",0,2.15463299780159,0.508,0.119,0,"2","Aopep"
"Ccnd2",0,1.30788218958831,0.622,0.234,0,"2","Ccnd2"
"Krt23",0,2.14072469788932,0.465,0.077,0,"2","Krt23"
"Cltb",0,1.78459999304727,0.561,0.174,0,"2","Cltb"
"Vamp81",0,1.13107955975797,0.774,0.387,0,"2","Vamp8"
"Cstb",0,1.36178015783376,0.774,0.387,0,"2","Cstb"
"Sypl",0,1.43605800066553,0.607,0.221,0,"2","Sypl"
"Rab25",0,2.2193590555332,0.509,0.124,0,"2","Rab25"
"Trp63",0,3.246552249062,0.411,0.027,0,"2","Trp63"
"Rnd3",0,2.51197801732148,0.477,0.095,0,"2","Rnd3"
"Capg",0,1.46329893107994,0.55,0.168,0,"2","Capg"
"Alcam",0,1.9222522847297,0.505,0.123,0,"2","Alcam"
"Sftpd",0,4.24031064639672,0.401,0.02,0,"2","Sftpd"
"Mif",0,0.981036382111728,0.719,0.34,0,"2","Mif"
"Ccnd1",0,1.34220996574384,0.537,0.16,0,"2","Ccnd1"
"Serpinb5",0,7.48149187834095,0.376,0.002,0,"2","Serpinb5"
"Ezr",0,1.20776711347667,0.621,0.248,0,"2","Ezr"
"Itgb4",0,3.57580529283895,0.403,0.033,0,"2","Itgb4"
"Lmna",0,1.70316510918986,0.529,0.161,0,"2","Lmna"
"Zfp36l11",0,0.755693873098217,0.83,0.463,0,"2","Zfp36l1"
"Ephx1",0,1.75760141022659,0.467,0.101,0,"2","Ephx1"
"Egr11",0,0.914321802891291,0.901,0.535,0,"2","Egr1"
"Pdgfa",0,1.94903626747015,0.479,0.114,0,"2","Pdgfa"
"Entpd5",0,2.66114933484792,0.435,0.07,0,"2","Entpd5"
"Col17a1",0,4.29165462393364,0.382,0.018,0,"2","Col17a1"
"Mt21",0,1.46865317225426,0.586,0.225,0,"2","Mt2"
"Map1lc3a1",0,0.697283413154504,0.793,0.434,0,"2","Map1lc3a"
"Six3os1",0,4.0985083219231,0.38,0.022,0,"2","Six3os1"
"Csrp1",0,1.5308418676623,0.508,0.151,0,"2","Csrp1"
"Icam1",0,1.85263753551898,0.494,0.138,0,"2","Icam1"
"Cbr3",0,3.64458656411835,0.39,0.035,0,"2","Cbr3"
"Kif21a1",0,1.79039932555681,0.522,0.168,0,"2","Kif21a"
"Nfix1",0,0.702105078801162,0.649,0.296,0,"2","Nfix"
"Eya2",0,3.4766540602361,0.384,0.031,0,"2","Eya2"
"Klf4",0,0.939309819496001,0.628,0.275,0,"2","Klf4"
"Gm20186",0,3.14983888853559,0.398,0.047,0,"2","Gm20186"
"Pebp1",0,0.83646259322772,0.666,0.316,0,"2","Pebp1"
"Serpinb6a",0,1.38813750515191,0.551,0.201,0,"2","Serpinb6a"
"Lbp",0,3.63805380172099,0.382,0.032,0,"2","Lbp"
"Timp3",0,0.647522677354816,0.488,0.138,0,"2","Timp3"
"Epcam1",0,0.525428085588562,0.864,0.514,0,"2","Epcam"
"Nfe2l3",0,4.33753303985467,0.366,0.02,0,"2","Nfe2l3"
"Nme2",0,0.578618150238231,0.881,0.536,0,"2","Nme2"
"Lamb3",0,2.70079877994133,0.393,0.049,0,"2","Lamb3"
"Tsc22d11",0,0.810758875843371,0.85,0.507,0,"2","Tsc22d1"
"Sat11",0,0.835837580797311,0.772,0.432,0,"2","Sat1"
"Nenf",0,1.15401664022142,0.567,0.227,0,"2","Nenf"
"Mgat3",0,3.58999617413812,0.37,0.03,0,"2","Mgat3"
"Ybx3",0,1.28979410993478,0.606,0.268,0,"2","Ybx3"
"Igfbp3",0,1.58476528997847,0.376,0.04,0,"2","Igfbp3"
"Klf3",0,1.35697194284648,0.568,0.232,0,"2","Klf3"
"Trim29",0,4.34706430202267,0.35,0.015,0,"2","Trim29"
"Hmgn1",0,0.798919518209072,0.812,0.478,0,"2","Hmgn1"
"Gm16136",0,2.55634254767788,0.387,0.054,0,"2","Gm16136"
"Rab27b",0,3.10229961856575,0.377,0.044,0,"2","Rab27b"
"Fgfbp1",0,3.22302795991982,0.361,0.03,0,"2","Fgfbp1"
"Serpinb11",0,5.3153806373879,0.351,0.021,0,"2","Serpinb11"
"Sgk1",0,1.66164233009748,0.469,0.14,0,"2","Sgk1"
"Nxn",0,2.37534562723488,0.405,0.078,0,"2","Nxn"
"Socs31",0,0.960020856449089,0.613,0.288,0,"2","Socs3"
"Krt7",0,2.86792897657188,0.357,0.032,0,"2","Krt7"
"Ltbp4",0,1.67902670364966,0.385,0.061,0,"2","Ltbp4"
"Six1",0,2.28043397365354,0.391,0.068,0,"2","Six1"
"Cryl1",0,2.3878846713544,0.387,0.065,0,"2","Cryl1"
"Cdh1",0,2.48903245859849,0.374,0.054,0,"2","Cdh1"
"Eef1g",0,0.895477293902802,0.85,0.532,0,"2","Eef1g"
"Skp1a",0,0.867879430761372,0.805,0.488,0,"2","Skp1a"
"Pdpn",0,3.11961021905711,0.351,0.035,0,"2","Pdpn"
"Ckmt11",0,1.30541214698122,0.481,0.167,0,"2","Ckmt1"
"Rhoc",0,1.23465384339004,0.46,0.147,0,"2","Rhoc"
"Slc15a2",0,2.16598048693183,0.382,0.07,0,"2","Slc15a2"
"Prss23",0,0.735642289317593,0.397,0.086,0,"2","Prss23"
"Bhlhe40",0,1.35894083994422,0.481,0.17,0,"2","Bhlhe40"
"Arid5b",0,1.08940484023957,0.524,0.216,0,"2","Arid5b"
"Igfbp5",0,0.833020382078702,0.404,0.097,0,"2","Igfbp5"
"Acadm",0,1.31408632807024,0.493,0.187,0,"2","Acadm"
"Eef1d",0,0.794355921578205,0.77,0.464,0,"2","Eef1d"
"Gpx8",0,2.48105166606449,0.357,0.052,0,"2","Gpx8"
"Acsl3",0,1.70712003566744,0.422,0.118,0,"2","Acsl3"
"Alas1",0,2.1408327238352,0.431,0.127,0,"2","Alas1"
"H2afj",0,0.799396952906486,0.746,0.443,0,"2","H2afj"
"Myof",0,2.00793136925647,0.395,0.095,0,"2","Myof"
"Acadl",0,1.43042386138062,0.488,0.188,0,"2","Acadl"
"Kitl",0,1.41286643732515,0.385,0.085,0,"2","Kitl"
"Slc16a111",0,1.75456136834002,0.46,0.161,0,"2","Slc16a11"
"Dcxr",0,1.85901044998667,0.397,0.099,0,"2","Dcxr"
"P4hb",0,0.950369635850814,0.593,0.296,0,"2","P4hb"
"Plec",0,1.27658016592677,0.457,0.161,0,"2","Plec"
"Sod1",0,0.828171127649702,0.724,0.431,0,"2","Sod1"
"Ifi27",0,1.08885620994685,0.525,0.233,0,"2","Ifi27"
"Parva",0,2.10823424881091,0.362,0.07,0,"2","Parva"
"Gas5",0,1.22868812059036,0.945,0.654,0,"2","Gas5"
"Luzp1",0,1.32201184111309,0.421,0.131,0,"2","Luzp1"
"Tuba1b",0,0.835786381705357,0.578,0.288,0,"2","Tuba1b"
"Cast",0,1.1161383991373,0.514,0.227,0,"2","Cast"
"Esd",0,1.31267477824627,0.574,0.292,0,"2","Esd"
"Zfp467",0,1.95190802377792,0.362,0.082,0,"2","Zfp467"
"Capns1",0,0.779812220053821,0.636,0.358,0,"2","Capns1"
"Rps27l",0,0.732558823064075,0.852,0.576,0,"2","Rps27l"
"Siva1",0,1.37881678072298,0.467,0.191,0,"2","Siva1"
"Mrpl52",0,0.612370085661528,0.714,0.44,0,"2","Mrpl52"
"Blvrb1",0,0.58722114731068,0.483,0.21,0,"2","Blvrb"
"Cyb5r3",0,0.952998300660356,0.488,0.215,0,"2","Cyb5r3"
"Cd55",0,0.851833878848694,0.413,0.141,0,"2","Cd55"
"Crim1",0,1.15236239624997,0.39,0.118,0,"2","Crim1"
"Echs1",0,1.43648501539008,0.438,0.167,0,"2","Echs1"
"Ctnna1",0,0.841689938982784,0.568,0.298,0,"2","Ctnna1"
"Eif3i",0,0.775106675590865,0.639,0.37,0,"2","Eif3i"
"Nudt14",0,1.80816049461537,0.379,0.11,0,"2","Nudt14"
"Sertad1",0,1.32706499279617,0.427,0.159,0,"2","Sertad1"
"Sap30",0,1.52233337098101,0.404,0.139,0,"2","Sap30"
"Dusp11",0,0.668916673165244,0.836,0.571,0,"2","Dusp1"
"Ets2",0,0.622040022997279,0.472,0.208,0,"2","Ets2"
"Tceal9",0,1.21278345837616,0.573,0.31,0,"2","Tceal9"
"Tmem238",0,1.73719064828098,0.364,0.103,0,"2","Tmem238"
"Zfhx31",0,0.825011239996246,0.509,0.248,0,"2","Zfhx3"
"Idh1",0,2.12590205569317,0.365,0.107,0,"2","Idh1"
"Micos13",0,0.713911130017536,0.671,0.414,0,"2","Micos13"
"Vmp11",0,1.19106837696664,0.48,0.223,0,"2","Vmp1"
"Camk2n1",0,1.01386070735913,0.392,0.136,0,"2","Camk2n1"
"Uqcrc11",0,0.919694768115449,0.532,0.279,0,"2","Uqcrc1"
"Atp13a3",0,1.42668218765396,0.389,0.138,0,"2","Atp13a3"
"Rbbp7",0,1.00758402571701,0.481,0.231,0,"2","Rbbp7"
"AY036118",0,1.61449471142332,0.872,0.623,0,"2","AY036118"
"Cd9",0,1.00846463157748,0.971,0.723,0,"2","Cd9"
"Lpp",0,1.16417127874731,0.391,0.144,0,"2","Lpp"
"Mpc2",0,0.620902014100773,0.733,0.486,0,"2","Mpc2"
"Eif3f",0,0.772752351685405,0.913,0.668,0,"2","Eif3f"
"Knop1",0,0.999596676723812,0.441,0.197,0,"2","Knop1"
"Nupr1",0,1.60764221064594,0.397,0.154,0,"2","Nupr1"
"Ier21",0,0.935506992772487,0.888,0.646,0,"2","Ier2"
"Ywhaq1",0,0.520475505595187,0.772,0.53,0,"2","Ywhaq"
"Eif3m",0,0.61832583756637,0.638,0.397,0,"2","Eif3m"
"Nfia",0,1.04489214696718,0.379,0.138,0,"2","Nfia"
"Actn4",0,0.621598253472986,0.502,0.261,0,"2","Actn4"
"Mast4",0,1.18345712286453,0.404,0.167,0,"2","Mast4"
"Ktn11",0,0.538666528431177,0.584,0.347,0,"2","Ktn1"
"Anxa5",0,0.533902734419341,0.804,0.568,0,"2","Anxa5"
"Psmb6",0,0.578048297194034,0.697,0.462,0,"2","Psmb6"
"Mrps28",0,1.34479604857579,0.371,0.138,0,"2","Mrps28"
"Cd2ap",0,0.510779181306235,0.585,0.352,0,"2","Cd2ap"
"Man1a2",0,0.926286199099076,0.444,0.212,0,"2","Man1a2"
"Etfb",0,0.616500823673979,0.552,0.321,0,"2","Etfb"
"Klf61",0,0.978674742182399,0.644,0.413,0,"2","Klf6"
"Atp1b3",0,0.584730974978386,0.501,0.271,0,"2","Atp1b3"
"Psmb4",0,0.62617554137637,0.672,0.443,0,"2","Psmb4"
"Ikzf2",0,1.06395404259388,0.359,0.13,0,"2","Ikzf2"
"Pfdn1",0,0.725959688924074,0.525,0.298,0,"2","Pfdn1"
"Dst1",0,0.867116877917127,0.485,0.258,0,"2","Dst"
"Cbr1",0,1.30342347642739,0.401,0.175,0,"2","Cbr1"
"Sfr1",0,0.522704844405937,0.663,0.438,0,"2","Sfr1"
"Tuba1c",0,1.09697628265473,0.383,0.159,0,"2","Tuba1c"
"Snhg8",0,0.781123403363462,0.5,0.276,0,"2","Snhg8"
"Arf4",0,0.503667925697703,0.638,0.415,0,"2","Arf4"
"Idh2",0,1.15473979534652,0.371,0.148,0,"2","Idh2"
"C1qbp",0,0.865532372542051,0.454,0.231,0,"2","C1qbp"
"Enah1",0,0.985700378801336,0.395,0.173,0,"2","Enah"
"Cebpd",0,0.758231839210579,0.467,0.246,0,"2","Cebpd"
"Dut1",0,1.00062891092395,0.399,0.18,0,"2","Dut"
"Psmd71",0,0.616247644809384,0.552,0.333,0,"2","Psmd7"
"Dnajc3",0,0.57937793886191,0.546,0.327,0,"2","Dnajc3"
"Dynlt31",0,0.611773433230009,0.493,0.274,0,"2","Dynlt3"
"Nme1",0,0.509263770991123,0.508,0.291,0,"2","Nme1"
"F11r",0,1.03523432950094,0.365,0.148,0,"2","F11r"
"Pik3r1",0,0.667155218738133,0.439,0.222,0,"2","Pik3r1"
"Cnpy2",0,0.688289738601904,0.508,0.292,0,"2","Cnpy2"
"Kdelr1",0,0.864612624281941,0.435,0.219,0,"2","Kdelr1"
"Rnh11",0,0.5762759038212,0.565,0.349,0,"2","Rnh1"
"Cab39l1",0,1.04752917890174,0.391,0.176,0,"2","Cab39l"
"Ndufv11",0,0.811053047359846,0.451,0.236,0,"2","Ndufv1"
"Golim4",0,1.01323645346558,0.357,0.142,0,"2","Golim4"
"Sox4",0,0.88883773865376,0.36,0.145,0,"2","Sox4"
"Cenpb1",0,0.729930626517349,0.483,0.269,0,"2","Cenpb"
"Slc38a2",0,0.620504983993784,0.686,0.473,0,"2","Slc38a2"
"Hint21",0,0.755478076385155,0.454,0.241,0,"2","Hint2"
"Cope",0,0.622234419547978,0.539,0.326,0,"2","Cope"
"Dstn",0,0.828026656900384,0.941,0.728,0,"2","Dstn"
"Bsg1",0,0.817708638542129,0.946,0.733,0,"2","Bsg"
"Hspa9",0,0.802830156740767,0.442,0.23,0,"2","Hspa9"
"Tob1",0,1.02648247663063,0.392,0.181,0,"2","Tob1"
"Nop10",0,0.510173762479586,0.569,0.358,0,"2","Nop10"
"Psmb2",0,0.577419572279378,0.621,0.411,0,"2","Psmb2"
"Hdgf1",0,0.532563315992833,0.57,0.36,0,"2","Hdgf"
"Pycard1",0,0.623215656978599,0.434,0.225,0,"2","Pycard"
"Neat1",0,1.3746498002259,0.894,0.686,0,"2","Neat1"
"Add3",0,0.626531228598756,0.383,0.176,0,"2","Add3"
"Mtln",0,1.13210285331202,0.359,0.152,0,"2","Mtln"
"Tnrc6a",0,0.733106667344696,0.485,0.279,0,"2","Tnrc6a"
