"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"Arf5",5.59968080463247e-178,0.560017409770867,0.65,0.546,1.40714378939609e-173,"Arf5"
"Myl12a",2.18278357125077e-174,0.61042009759114,0.609,0.459,5.48511683619606e-170,"Myl12a"
"Capza1",1.29719044704786e-172,0.850636006065689,0.418,0.259,3.25970987438656e-168,"Capza1"
"Polr1d",1.61440647125935e-167,0.639690453832109,0.546,0.429,4.05684202162762e-163,"Polr1d"
"Fkbp3",2.96809104907361e-167,0.771269339296471,0.471,0.332,7.45851599721707e-163,"Fkbp3"
"Usp25",2.62238746658106e-163,0.921296202472248,0.359,0.209,6.58979746477155e-159,"Usp25"
"Cdk11b",3.07386971125513e-163,0.752554643273268,0.398,0.318,7.72432719741301e-159,"Cdk11b"
"Tacc1",1.59628344772303e-158,0.785534903900961,0.41,0.25,4.01130067578321e-154,"Tacc1"
"Pak2",1.13546269698939e-157,0.631228223112328,0.577,0.433,2.85330421126463e-153,"Pak2"
"Smap2",2.57062296932812e-157,0.767124677483869,0.39,0.233,6.45971845962463e-153,"Smap2"
"Cd164",9.55823669095193e-152,0.84358919540274,0.393,0.252,2.40188929806931e-147,"Cd164"
"Lnpep",3.33038315193287e-147,0.812959593508755,0.4,0.262,8.36891982249212e-143,"Lnpep"
"Eif3m",1.04194528668477e-145,0.611110234540563,0.528,0.414,2.61830431091015e-141,"Eif3m"
"Actr2",4.74781724392455e-144,0.585315751623489,0.564,0.408,1.1930789952258e-139,"Actr2"
"Sdf4",3.70973920113917e-143,0.667262050108126,0.456,0.36,9.32220363854261e-139,"Sdf4"
"Pdcd10",7.07530695609062e-138,0.707188164328269,0.455,0.319,1.77795388499601e-133,"Pdcd10"
"Bola2",1.7451622887778e-136,0.773216366534942,0.387,0.271,4.38541831546972e-132,"Bola2"
"Eprs",9.51362400040574e-135,0.508746495438411,0.357,0.342,2.39067857506196e-130,"Eprs"
"Clk1",5.67568713029182e-134,0.545458937087406,0.63,0.509,1.42624341897103e-129,"Clk1"
"Stat3",7.80095109058566e-131,0.807667569583498,0.376,0.251,1.96030099955327e-126,"Stat3"
"Supt4a",1.94107624979927e-129,0.619186605779153,0.513,0.387,4.87773050812058e-125,"Supt4a"
"Cyfip2",1.37416807391173e-125,0.679117249301279,0.359,0.22,3.4531469529328e-121,"Cyfip2"
"Dock8",3.62131684323342e-124,0.766436884782838,0.367,0.23,9.10000709536125e-120,"Dock8"
"Csnk2b",7.50183974185006e-124,0.674150483316552,0.416,0.311,1.8851373087295e-119,"Csnk2b"
"Emg1",5.48062527735402e-123,0.744059588845504,0.374,0.26,1.37722632594629e-118,"Emg1"
"Mbd2",2.00920059651482e-122,0.685206021998252,0.438,0.313,5.04892017898208e-118,"Mbd2"
"Krtcap2",1.04805844948693e-120,0.542331736978926,0.572,0.465,2.63366607771571e-116,"Krtcap2"
"Snrpf",1.71797471722464e-120,0.507494779372601,0.607,0.49,4.31709866691381e-116,"Snrpf"
"Thrap3",8.55752300134701e-116,0.620414467326045,0.479,0.365,2.15041995500849e-111,"Thrap3"
"Hectd1",1.15380282154184e-114,0.618960269998858,0.45,0.351,2.8993911102525e-110,"Hectd1"
"Mxd4",6.86487974410588e-114,0.705413275606403,0.372,0.284,1.72507563089637e-109,"Mxd4"
"Sec11a",3.05774379385122e-112,0.688644977022995,0.397,0.282,7.68380437956872e-108,"Sec11a"
"Cox17",9.42699705374828e-112,0.521821427680268,0.553,0.462,2.36891008963641e-107,"Cox17"
"Ttc14",1.80765444246809e-111,0.698143444073579,0.399,0.278,4.54245484847807e-107,"Ttc14"
"Coq10b",1.51437721725206e-109,0.685570729275831,0.394,0.264,3.8054785092327e-105,"Coq10b"
"Tmed5",1.25624161559951e-106,0.67992821268637,0.392,0.263,3.15680955584001e-102,"Tmed5"
"Zfp292",1.02862193275358e-105,0.710510887574788,0.372,0.259,2.58482405481648e-101,"Zfp292"
"Anp32a",1.03256953454456e-103,0.504016303360805,0.553,0.445,2.59474398335702e-99,"Anp32a"
"Gls",1.22169191848188e-101,0.675595720721007,0.383,0.259,3.0699896219531e-97,"Gls"
"Nktr",2.29346416158577e-101,0.564806704418618,0.479,0.374,5.76324609164887e-97,"Nktr"
"Kmt2a",2.67649429366285e-100,0.573128775564397,0.486,0.366,6.72576251054537e-96,"Kmt2a"
"Cdc37",4.31329347483224e-100,0.540424507791064,0.457,0.376,1.08388751729059e-95,"Cdc37"
"Dek",1.16722434009166e-98,0.533706627160367,0.503,0.378,2.93311804421634e-94,"Dek"
"Rsbn1l",2.97776429024723e-97,0.607227497673704,0.43,0.329,7.48282388496226e-93,"Rsbn1l"
"Prelid1",3.54341349577158e-97,0.576053546544674,0.433,0.339,8.9042437735244e-93,"Prelid1"
"Raly",8.23544917463649e-96,0.650718886273439,0.385,0.27,2.0694860230944e-91,"Raly"
"Wnk1",3.74193246376854e-91,0.51035472553913,0.533,0.426,9.40310208820397e-87,"Wnk1"
"Birc6",3.4472652325284e-87,0.597941935906897,0.41,0.307,8.66263280282061e-83,"Birc6"
"Vps28",7.86579390658884e-87,0.543815917669474,0.443,0.353,1.97659535078671e-82,"Vps28"
"Mier1",2.46896528405323e-80,0.516449425498059,0.467,0.375,6.20426286229737e-76,"Mier1"
"Cdk12",2.68457063265099e-80,0.633921924480448,0.353,0.253,6.74605754278868e-76,"Cdk12"
"Fubp1",9.90647504815343e-80,0.518381982259413,0.455,0.357,2.48939811485048e-75,"Fubp1"
"Rtf1",1.16037683365476e-79,0.576729705473358,0.402,0.306,2.91591094529105e-75,"Rtf1"
"Mettl23",7.32455821075503e-79,0.61709391829797,0.361,0.259,1.84058823278063e-74,"Mettl23"
"Syncrip",2.98606059556414e-77,0.53742150523492,0.403,0.323,7.50367167059314e-73,"Syncrip"
"Tbrg1",2.51715067621522e-74,0.596064749647724,0.366,0.271,6.32534793426123e-70,"Tbrg1"
"Tapbp",9.00715519944634e-74,0.55384449629967,0.377,0.269,2.26340803006887e-69,"Tapbp"
"Tram1",2.00905482528674e-72,0.576038231750421,0.372,0.282,5.04855387046306e-68,"Tram1"
"Dusp11",9.71105319633925e-71,0.50783722044454,0.423,0.34,2.44029055770809e-66,"Dusp11"
"Phf20l1",1.03389605281722e-68,0.547085514404416,0.38,0.283,2.59807739112438e-64,"Phf20l1"
"Prpf38b",7.93681725415189e-66,0.510270162790933,0.413,0.321,1.99444280779583e-61,"Prpf38b"
"Ogt",2.57888400580452e-64,0.510060425936282,0.411,0.313,6.48047761818617e-60,"Ogt"
"Ddx46",5.2400239957312e-63,0.506217865070576,0.395,0.304,1.31676562988729e-58,"Ddx46"
"1810058I24Rik",6.03049957083572e-60,0.509308944576034,0.37,0.277,1.51540423715531e-55,"1810058I24Rik"
